threat_id,type,severity,description,indicators
764,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
765,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
766,social-engineering,3,Social engineering threat detected. URL compromised.,"CVE, FileHash-SHA256, URL, FileHash-SHA1"
767,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
768,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,
769,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
770,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
771,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
772,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
773,social-engineering,5,Social engineering threat detected. URL compromised.,domain
774,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
775,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
776,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
777,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, CVE"
778,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, URL, FileHash-SHA1"
779,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-MD5
780,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"YARA, FileHash-SHA256"
781,phishing,5,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, BitcoinAddress, FileHash-SHA1"
782,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
783,phishing,1,Phishing threat detected. URL compromised.,domain
784,social-engineering,1,Social engineering threat detected. URL compromised.,domain
785,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
786,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, CVE, YARA"
787,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, hostname, FileHash-SHA256, FileHash-SHA1, CVE"
788,phishing,5,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, YARA"
789,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, URL, FileHash-SHA256"
790,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
791,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-SHA1"
792,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
793,phishing,5,Phishing threat detected. URL compromised.,"CVE, FileHash-SHA1"
794,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname"
795,phishing,1,Phishing threat detected. URL compromised.,domain
796,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, hostname, FileHash-SHA256"
797,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
798,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
799,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, URL, FileHash-SHA256"
800,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
801,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
802,social-engineering,5,Social engineering threat detected. URL compromised.,"hostname, URL, FileHash-SHA1"
803,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
804,phishing,5,Phishing threat detected. URL compromised.,"domain, YARA, FileHash-SHA256"
805,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
806,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-SHA1, hostname"
807,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
808,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
809,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
810,phishing,1,Phishing threat detected. URL compromised.,
811,phishing,3,Phishing threat detected. URL compromised.,"domain, URL"
812,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
813,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5"
814,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
815,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, URL"
816,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
817,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, URL"
818,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,FileHash-SHA256
819,phishing,3,Phishing threat detected. URL compromised.,"URL, FileHash-SHA256"
820,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
821,denial-of-service,3,Denial-of-service threat detected. IP compromised.,hostname
822,phishing,3,Phishing threat detected. URL compromised.,
823,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
824,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
825,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, URL, FileHash-SHA256"
826,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, YARA"
827,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, URL"
828,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
829,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
830,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
831,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, CVE, YARA"
832,ransomware,3,Ransomware threat detected. File Hash compromised.,"CVE, hostname, URL, FileHash-SHA256"
833,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
834,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
835,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, email, FileHash-SHA256, FileHash-SHA1, hostname"
836,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
837,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
838,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
839,denial-of-service,1,Denial-of-service threat detected. IP compromised.,domain
840,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, hostname, FileHash-SHA1, URL"
841,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, URL"
842,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,hostname
843,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256"
844,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, URL, FileHash-SHA1, FileHash-SHA256"
845,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
846,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
847,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
848,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-MD5, hostname, FileHash-SHA256, FileHash-SHA1, URL, CVE"
849,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, hostname"
850,phishing,5,Phishing threat detected. URL compromised.,"FileHash-MD5, URL, email, FileHash-SHA256"
851,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
852,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
853,ransomware,3,Ransomware threat detected. File Hash compromised.,FileHash-SHA256
854,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, URL, BitcoinAddress, hostname"
855,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
856,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
857,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, URL, hostname"
858,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, YARA"
859,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
860,phishing,1,Phishing threat detected. URL compromised.,domain
861,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, YARA"
862,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,CVE
863,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
864,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
865,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
866,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
867,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
868,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-SHA256"
869,phishing,1,Phishing threat detected. URL compromised.,domain
870,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
871,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
872,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, FileHash-SHA256"
873,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
874,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
875,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
876,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256"
877,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
878,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
879,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
880,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
881,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
882,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, hostname"
883,phishing,3,Phishing threat detected. URL compromised.,"CVE, FileHash-MD5, domain"
884,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
885,phishing,1,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, hostname, FileHash-SHA1, URL"
886,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
887,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,domain
888,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"CVE, URL, domain, FileHash-SHA256"
889,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, hostname"
890,phishing,3,Phishing threat detected. URL compromised.,"FileHash-MD5, URL, hostname"
891,ransomware,5,Ransomware threat detected. File Hash compromised.,
892,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
893,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, URL"
894,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, URL, FileHash-SHA256"
895,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
896,ransomware,5,Ransomware threat detected. File Hash compromised.,"CVE, FileHash-SHA256"
897,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
898,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
899,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
900,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, hostname"
901,social-engineering,5,Social engineering threat detected. URL compromised.,domain
902,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
903,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, URL, hostname"
904,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
905,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
906,ransomware,5,Ransomware threat detected. File Hash compromised.,domain
907,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, CVE"
908,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
909,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, email, hostname"
910,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, hostname, URL, FileHash-SHA256"
911,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
912,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
913,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, hostname"
914,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5"
915,ransomware,3,Ransomware threat detected. File Hash compromised.,FileHash-SHA256
916,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, URL, hostname"
917,phishing,3,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
918,ransomware,5,Ransomware threat detected. File Hash compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
919,social-engineering,1,Social engineering threat detected. URL compromised.,FileHash-SHA256
920,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, URL"
921,ransomware,3,Ransomware threat detected. File Hash compromised.,domain
922,denial-of-service,1,Denial-of-service threat detected. IP compromised.,URL
923,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-SHA256"
924,social-engineering,1,Social engineering threat detected. URL compromised.,FileHash-SHA256
925,phishing,1,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL, YARA"
926,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, email, FileHash-SHA256, FileHash-SHA1, URL, CVE"
927,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
928,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA1"
929,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, hostname, URL, FileHash-SHA256"
930,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256"
